City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,alvaraes,-3.2208,-64.8042,24.93,97,100,1.39,BR,1710377058
296,turpan,42.9333,89.1667,10.62,37,100,1.53,CN,1710376759
297,utrik,11.2278,169.8474,26.15,75,100,11.66,MH,1710377012
298,voi,-3.3945,38.563,23.96,87,99,2.37,KE,1710377058
299,kamaishi,39.2667,141.8833,3.56,95,100,3.65,JP,1710377059
300,namibe,-15.1961,12.1522,24.04,76,100,3.23,AO,1710376833
301,kalymnos,36.95,26.9833,11.74,71,75,1.03,GR,1710377059
302,nenjiang,49.1833,125.2167,-6.28,95,100,2.01,CN,1710377059
303,kulhudhuffushi,6.6221,73.07,27.83,76,57,4.07,MV,1710377060
304,geraldton,-28.7667,114.6,28.23,57,36,7.2,AU,1710377060
305,egilsstadir,65.2653,-14.3948,-0.05,100,100,12.35,IS,1710377060
306,twon-brass,4.3151,6.2418,28.02,82,39,3.85,NG,1710377061
307,palmer,42.1584,-72.3287,11.23,52,85,2.3,US,1710376918
308,isafjordur,66.0755,-23.124,-0.59,91,100,9.78,IS,1710377031
309,pocos de caldas,-21.7878,-46.5614,23.24,67,87,1.81,BR,1710377061
310,ust'-ilimsk,58.0006,102.6619,-14.2,98,100,1.79,RU,1710377061
311,kone,-21.0595,164.8658,30.98,67,99,1.32,NC,1710376846
312,nova vicosa,-17.8919,-39.3719,23.57,93,6,0.7,BR,1710377062
313,majie,25.0333,102.6361,8.99,57,0,3.0,CN,1710377063
314,yass,-34.8333,148.9167,28.06,45,99,3.99,AU,1710377064
315,jabor,5.921,169.6434,28.13,78,100,10.48,MH,1710377064
316,aswan,24.0934,32.907,24.61,7,0,3.6,EG,1710377064
317,westport,41.1415,-73.3579,10.47,66,0,2.57,US,1710377048
318,khandyga,62.6667,135.6,-14.72,92,100,1.25,RU,1710377065
319,yaren,-0.5472,166.916,28.37,79,100,6.77,NR,1710377065
320,emkhomazi,-30.2067,30.7978,22.88,80,100,5.68,ZA,1710377065
321,fort bragg,35.139,-79.006,18.78,41,0,0.0,US,1710377065
322,inarajan village,13.2736,144.7484,29.66,82,72,8.49,GU,1710377066
323,pariaman,-0.619,100.12,23.03,72,74,1.27,ID,1710377066
324,uri,34.0833,74.0333,2.19,94,46,1.16,IN,1710377066
325,la gi,10.6667,107.7833,27.64,64,75,5.2,VN,1710377067
326,ierapetra,35.01,25.7353,12.86,76,64,0.84,GR,1710377067
327,quang ngai,15.1167,108.8,25.35,77,77,2.23,VN,1710377068
328,duong dong,10.2167,103.9667,26.0,94,40,0.51,VN,1710377069
329,mejit,10.2753,170.8646,26.38,80,100,10.97,MH,1710376961
330,tadepallegudem,16.8333,81.5,26.19,87,19,0.12,IN,1710377070
331,nurota,40.5614,65.6886,-0.75,96,100,5.18,UZ,1710377071
332,luwingu,-10.2621,29.9271,17.7,92,71,1.64,ZM,1710377071
333,bay city,43.5945,-83.8889,13.95,37,0,3.6,US,1710377072
334,lensk,60.7253,114.9278,-12.74,94,100,2.45,RU,1710377072
335,road town,18.4167,-64.6167,26.05,72,7,6.61,VG,1710377073
336,ketchikan,55.3422,-131.6461,6.99,93,100,9.77,US,1710377073
337,mabaruma,8.2,-59.7833,25.9,75,5,3.04,GY,1710377073
338,itaituba,-4.2761,-55.9836,24.43,98,100,1.05,BR,1710377073
339,whangarei,-35.7317,174.3239,26.41,40,7,0.34,NZ,1710377074
340,hasaki,35.7333,140.8333,10.22,52,62,3.55,JP,1710377074
341,pangody,65.85,74.4859,-22.45,95,99,4.52,RU,1710377074
342,karratha,-20.7377,116.8463,29.17,63,100,4.2,AU,1710377075
343,kokstad,-30.5472,29.4241,14.97,98,100,1.27,ZA,1710377075
344,mount pearl,47.5166,-52.7813,0.08,97,100,4.63,CA,1710377075
345,kollam,8.8833,76.6,25.54,89,39,2.61,IN,1710377076
346,newman,37.3138,-121.0208,18.13,58,20,5.75,US,1710376838
347,zhanaozen,43.3,52.8,-1.26,57,11,6.76,KZ,1710377076
348,lasem,-6.6922,111.4527,27.51,83,100,11.33,ID,1710377076
349,gobernador virasora,-28.05,-56.0333,28.91,92,5,0.45,AR,1710377077
350,at taraf,25.3628,49.725,14.3,51,44,2.8,SA,1710377077
351,sao vicente,-23.9631,-46.3919,26.82,26,80,1.96,BR,1710376993
352,vila franca do campo,37.7167,-25.4333,18.27,99,70,5.18,PT,1710377077
353,rubtsovsk,51.5,81.25,-11.45,94,77,4.36,RU,1710377078
354,kish,26.5578,54.0194,19.15,88,50,2.06,IR,1710377078
355,nema,57.5067,50.5011,-3.57,95,100,4.33,RU,1710377078
356,ostrov,57.3439,28.3537,1.85,93,100,3.64,RU,1710377079
357,prince rupert,54.3161,-130.3201,7.05,81,100,16.46,CA,1710376977
358,lewistown,40.5992,-77.5714,14.89,50,0,2.06,US,1710376960
359,hamburg,53.55,10.0,9.78,98,75,4.63,DE,1710377021
360,placido de castro,-10.3353,-67.1856,27.63,76,81,0.68,BR,1710377080
361,saudarkrokur,65.7461,-19.6394,-1.3,89,94,5.01,IS,1710377080
362,susuman,62.7833,148.1667,-26.12,98,88,0.45,RU,1710376800
363,masterton,-40.9597,175.6575,19.5,56,13,3.03,NZ,1710376933
364,mugia,43.1041,-9.2179,13.28,88,6,9.33,ES,1710377080
365,xiangxiang,27.7333,112.5333,14.0,88,97,0.8,CN,1710377081
366,esperanza,19.5847,-70.9849,26.32,80,28,0.89,DO,1710377081
367,wangqing,43.3218,129.7634,6.05,42,80,5.36,CN,1710377081
368,inirida,3.8653,-67.9239,26.71,81,100,0.67,CO,1710377082
369,sanming,26.2486,117.6186,14.13,81,100,0.94,CN,1710377082
370,barra de santo antonio,-9.4047,-35.5072,26.6,83,100,2.83,BR,1710376989
371,hammerfest,70.6634,23.6821,-7.75,86,29,1.03,NO,1710377082
372,gohana,29.1333,76.7,17.06,49,77,2.77,IN,1710377083
373,vrontados,38.4089,26.1328,7.92,87,0,1.03,GR,1710377083
374,devonport,-41.1667,146.35,20.29,69,18,0.45,AU,1710377083
375,miskolc,48.1,20.7833,6.27,84,72,2.1,HU,1710377084
376,st. john's,47.5649,-52.7093,0.54,97,100,4.63,CA,1710376982
377,idrinskoye,54.3708,92.1358,-15.03,97,100,0.89,RU,1710377084
378,marco island,25.9363,-81.7157,24.0,76,0,1.54,US,1710377084
379,ghazni,33.5536,68.4269,-2.86,50,0,3.66,AF,1710377085
380,haiku-pauwela,20.9219,-156.3051,26.01,69,40,5.14,US,1710376823
381,antonio enes,-16.2325,39.9086,25.58,90,99,3.52,MZ,1710377085
382,nova sintra,14.8667,-24.7167,19.27,76,0,11.12,CV,1710377086
383,alaghsas,17.0187,8.0168,28.18,11,19,2.15,NE,1710377086
384,necochea,-38.5473,-58.7368,19.39,76,0,4.41,AR,1710376905
385,nuku'alofa,-21.1333,-175.2,26.19,94,100,5.66,TO,1710377087
386,new plymouth,-39.0667,174.0833,17.47,59,2,4.02,NZ,1710377087
387,mek'ele,13.4967,39.4753,17.98,63,100,0.73,ET,1710377087
388,sesheke,-17.4759,24.2968,22.29,57,19,2.4,ZM,1710377088
389,las tablas,7.7667,-80.2833,25.1,99,100,8.69,PA,1710377088
390,magadan,59.5667,150.8,-7.48,81,88,4.16,RU,1710377088
391,horsham,51.064,-0.3272,10.87,78,0,3.09,GB,1710377089
392,hailar,49.2,119.7,-8.63,91,100,3.39,CN,1710377089
393,severobaykal'sk,55.65,109.3167,-9.72,77,10,2.88,RU,1710377089
394,waingapu,-9.6567,120.2641,26.49,92,100,6.89,ID,1710377089
395,pemangkat,1.1667,108.9667,26.53,79,100,4.87,ID,1710377089
396,sovetskiy,61.3614,63.5842,-16.73,98,17,2.68,RU,1710377090
397,kokopo,-4.352,152.2633,28.49,78,100,5.89,PG,1710377090
398,filingue,14.3521,3.3168,35.08,22,89,2.29,NE,1710377090
399,flin flon,54.7682,-101.865,-4.86,95,100,1.52,CA,1710377090
400,dakhla,23.6848,-15.958,17.19,90,0,6.14,EH,1710377091
401,shima,24.4478,117.8111,16.01,81,100,0.9,CN,1710377091
402,macas,-2.3167,-78.1167,22.39,95,100,1.25,EC,1710377092
403,sibolga,1.7427,98.7792,26.28,79,40,1.12,ID,1710377092
404,el bauga,18.262,33.9081,28.14,15,27,3.97,SD,1710377092
405,ngereklmadel,7.4883,134.4856,29.05,74,100,6.57,PW,1710377092
406,sao jose da coroa grande,-8.8978,-35.1478,27.46,83,57,3.09,BR,1710377093
407,balatonboglar,46.7752,17.6441,7.16,76,94,3.07,HU,1710377093
408,sandy,40.572,-111.8606,3.8,59,40,4.47,US,1710377093
409,laguna,38.421,-121.4238,19.05,35,0,10.29,US,1710376984
410,mont belvieu,29.8477,-94.8908,24.49,94,73,4.37,US,1710377094
411,queenstown,-31.8976,26.8753,14.63,91,100,2.74,ZA,1710377094
412,al jawf,29.5,38.75,15.68,22,70,3.54,SA,1710377094
413,igarka,67.4667,86.5833,-16.13,95,100,7.16,RU,1710377095
414,coquimbo,-29.9533,-71.3436,16.85,82,0,3.09,CL,1710377095
415,allende,25.2833,-100.0167,29.94,39,100,0.96,MX,1710376936
416,tolanaro,-25.0319,46.9987,25.04,88,0,8.75,MG,1710377083
417,trujillo,-8.116,-79.03,22.98,88,75,3.09,PE,1710377096
418,noumea,-22.2763,166.4572,30.99,99,100,6.89,NC,1710376333
419,murzuq,25.9155,13.9184,17.78,21,0,3.88,LY,1710377096
420,tayu,-6.5397,111.0518,25.98,91,100,6.5,ID,1710377097
421,vilyuchinsk,52.9306,158.4028,0.15,89,100,11.9,RU,1710377097
422,greymouth,-42.4667,171.2,13.86,67,100,4.94,NZ,1710377097
423,villa mercedes,-33.6757,-65.4578,22.01,98,100,4.68,AR,1710376909
424,quellon,-43.1167,-73.6167,10.46,78,100,3.38,CL,1710377098
425,maffra,-37.9667,146.9833,21.03,56,91,2.1,AU,1710377098
426,soio,-6.1349,12.3689,28.16,82,100,2.95,AO,1710377098
427,yorkton,51.2167,-102.4677,-0.09,100,100,4.63,CA,1710377099
428,adjumani,3.3779,31.7909,26.03,36,54,1.36,UG,1710377099
429,malvan,16.0667,73.4667,22.98,76,1,4.69,IN,1710377099
430,syriam,16.7722,96.2378,24.06,94,40,1.54,MM,1710377099
431,sechura,-5.5569,-80.8222,26.46,67,100,5.42,PE,1710377100
432,humaita,-7.5061,-63.0208,27.17,86,89,0.55,BR,1710377100
433,sibanicu,21.235,-77.5264,25.25,70,99,4.01,CU,1710377100
434,les cayes,18.2,-73.75,24.27,83,4,2.02,HT,1710377100
435,rabo de peixe,37.8,-25.5833,17.77,99,75,6.17,PT,1710377101
436,tataouine,32.9297,10.4518,12.29,59,0,1.74,TN,1710377103
437,gerolstein,50.2222,6.6598,8.85,96,100,2.34,DE,1710377105
438,juan griego,11.0817,-63.9655,25.69,84,36,6.42,VE,1710377105
439,kapit,2.0167,112.9333,25.28,92,100,0.27,MY,1710377106
440,sovetskaya gavan',48.9723,140.2878,-8.14,81,54,1.14,RU,1710377106
441,kaoma,-14.7833,24.8,19.17,88,19,2.38,ZM,1710377107
442,bamboo flat,11.7,92.7167,24.05,94,100,0.51,IN,1710377107
443,coahuayana de hidalgo,18.7,-103.6583,24.0,72,55,1.7,MX,1710377107
444,happy valley-goose bay,53.3168,-60.3315,1.17,86,100,3.09,CA,1710377108
445,illizi,26.4833,8.4667,14.89,32,37,3.73,DZ,1710377108
446,la sarre,48.8002,-79.1996,0.54,99,100,0.15,CA,1710377109
447,las khorey,11.1595,48.1967,26.38,84,15,5.85,SO,1710377109
448,ekibastuz,51.6667,75.3667,-11.9,94,70,4.33,KZ,1710377109
449,namdrik,5.5994,168.1028,28.15,80,100,10.52,MH,1710377109
450,mili,6.0815,171.735,27.98,81,100,10.78,MH,1710377110
451,bay harbor,30.1471,-85.6146,18.04,84,0,2.57,US,1710377110
452,ceeldheer,3.8488,47.1806,26.35,74,6,6.84,SO,1710377110
453,constitucion,-35.3333,-72.4167,13.58,73,0,6.04,CL,1710377111
454,merizo village,13.2658,144.6691,29.43,82,81,8.0,GU,1710377111
455,mapimi,25.8167,-103.85,25.35,10,0,10.09,MX,1710377111
456,pacific grove,36.6177,-121.9166,17.97,73,0,5.66,US,1710377112
457,bardai,11.65,7.2333,27.73,15,100,3.94,NG,1710377112
458,ouallam,14.3188,2.0866,33.08,22,31,4.39,NE,1710377112
459,san andres,12.5847,-81.7006,28.01,78,40,5.66,CO,1710377113
460,mont-dore,-22.2833,166.5833,30.99,99,100,5.73,NC,1710377114
461,olinda,-8.0089,-34.8553,26.85,94,40,4.12,BR,1710377114
462,saint-joseph,-21.3667,55.6167,23.21,77,28,4.64,RE,1710377114
463,karema,-6.8205,30.4389,21.92,88,100,2.86,TZ,1710377114
464,mukalla,14.5425,49.1242,25.24,74,11,0.55,YE,1710377115
465,korla,41.7597,86.1469,7.74,36,100,4.75,CN,1710376897
466,vuktyl,63.8567,57.3094,-24.94,100,95,2.24,RU,1710377115
467,saint-pierre,-21.3393,55.4781,23.82,83,21,1.03,RE,1710377116
468,kosong,38.3788,128.4676,10.27,47,0,3.46,KR,1710377116
469,och'amch'ire,42.7123,41.4686,11.78,59,100,5.21,GE,1710377116
470,karpinsk,59.7654,60.0085,-11.97,98,100,1.54,RU,1710377117
471,howrah,22.5892,88.3103,26.0,89,40,2.06,IN,1710377117
472,xining,36.6167,101.7667,2.23,38,100,0.37,CN,1710377117
473,macapa,0.0389,-51.0664,27.99,89,0,2.57,BR,1710376824
474,palangkaraya,-2.2,113.8333,27.76,77,100,0.48,ID,1710377048
475,puerto baquerizo moreno,-0.9,-89.6,27.09,78,100,1.02,EC,1710377118
476,chandler,33.3062,-111.8412,24.4,28,0,8.75,US,1710376888
477,bagula,23.3167,88.65,23.96,87,0,2.53,IN,1710377119
478,jeddah,21.5169,39.2192,28.92,54,0,1.54,SA,1710377119
479,mitsamiouli,-11.3847,43.2844,28.09,79,21,5.23,KM,1710377119
480,neryungri,56.6709,124.6491,-13.41,91,60,0.91,RU,1710377067
481,luderitz,-26.6481,15.1594,15.43,77,10,13.09,NA,1710377120
482,bambari,5.768,20.6757,23.09,79,60,0.28,CF,1710377120
483,puerto carreno,6.189,-67.4859,31.76,48,99,2.95,CO,1710377120
484,east london,-33.0153,27.9116,19.73,87,100,3.3,ZA,1710377121
485,siem reap,13.5,104.0,28.6,65,66,2.37,KH,1710377121
486,xiongzhou,25.1167,114.3,14.46,92,100,1.04,CN,1710377121
487,gavrilov-yam,57.3018,39.8533,-2.09,94,100,4.13,RU,1710377121
488,mount isa,-20.7333,139.5,33.87,31,6,4.63,AU,1710377122
489,torquay,50.4638,-3.5143,11.99,91,100,4.47,GB,1710377123
490,caconda,-13.7333,15.0667,16.16,95,100,1.26,AO,1710377123
491,rasht,37.2808,49.5832,9.54,83,100,0.94,IR,1710377123
492,ludington,43.9553,-86.4526,13.78,43,0,1.54,US,1710377124
493,sint michiel liber,12.15,-68.9833,26.9,83,20,5.66,CW,1710377124
494,toliara,-23.35,43.6667,27.23,79,4,3.4,MG,1710377124
495,sharlyk,52.9167,54.75,-10.67,98,100,2.39,RU,1710377125
496,hwange,-18.3693,26.5019,22.37,59,6,1.71,ZW,1710377125
497,capinzal,-27.3436,-51.6119,19.91,86,16,1.24,BR,1710376838
498,mahina,-17.5065,-149.489,30.87,74,0,5.66,PF,1710377125
499,choele choel,-39.2667,-65.6833,23.26,18,0,8.58,AR,1710377126
500,nogliki,51.8333,143.1667,-10.37,87,100,3.13,RU,1710377126
501,portland,45.5234,-122.6762,12.99,57,75,4.12,US,1710376448
502,papao,-17.75,-149.55,30.82,78,13,4.81,PF,1710377126
503,shinyanga,-3.6667,33.4333,18.75,73,100,1.96,TZ,1710377127
504,hovd,48.0056,91.6419,-2.23,61,100,1.14,MN,1710377127
505,tazacorte,28.629,-17.9293,18.54,83,75,3.58,ES,1710377128
506,wanning,18.8003,110.3967,23.55,86,99,2.6,CN,1710377128
507,alghero,40.5589,8.3181,7.05,100,0,0.51,IT,1710377129
508,kanel,15.4916,-13.1763,28.0,34,0,1.03,SN,1710377129
509,brisas de zicatela,15.8369,-97.0419,28.29,89,40,3.6,MX,1710377129
510,vikulovo,56.8167,70.6107,-11.89,93,100,4.27,RU,1710377130
511,grottammare,42.9888,13.8649,12.34,73,5,2.28,IT,1710377130
512,roma,43.2128,-75.4557,12.08,63,0,2.57,US,1710376951
513,abu al matamir,30.9102,30.1744,15.27,78,95,2.17,EG,1710377131
514,kyzyl-mazhalyk,51.1333,90.6,-8.94,81,100,1.34,RU,1710377131
515,leninskoye,41.7589,69.3864,0.24,60,38,1.4,KZ,1710377132
516,valparaiso,-33.0393,-71.6273,19.8,48,0,3.09,CL,1710377081
517,goondiwindi,-28.55,150.3167,28.35,34,3,2.15,AU,1710377133
518,new norfolk,-42.7826,147.0587,17.62,39,23,1.66,AU,1710377134
519,puerto lempira,15.2667,-83.7667,27.08,78,40,3.6,HN,1710377134
520,tocopilla,-22.092,-70.1979,21.55,77,13,2.31,CL,1710377006
521,albertina,-22.2008,-46.6158,21.95,74,50,1.3,BR,1710377135
522,leland,34.2563,-78.0447,18.01,49,0,4.12,US,1710377130
523,bariri,-22.0744,-48.7403,32.14,56,16,1.62,BR,1710377137
524,hirara,24.8,125.2833,19.15,63,75,4.12,JP,1710377137
525,klaksvik,62.2266,-6.589,5.51,87,100,11.5,FO,1710377137
526,acajutla,13.5928,-89.8275,27.2,75,92,2.35,SV,1710377138
527,port alfred,-33.5906,26.891,16.77,100,98,2.24,ZA,1710377138
528,callaway,30.153,-85.5699,18.03,83,0,2.57,US,1710376849
529,effium,6.6292,8.0593,28.85,72,14,4.31,NG,1710377138
530,denison,33.7557,-96.5367,23.01,74,40,6.69,US,1710377139
531,kalabo,-14.97,22.6814,21.86,71,46,2.06,ZM,1710377139
532,kargasok,59.0556,80.8572,-13.29,96,100,3.67,RU,1710377140
533,north mackay,-21.1167,149.1833,29.27,81,99,7.21,AU,1710377140
534,ceerigaabo,10.6162,47.368,16.56,65,5,1.81,SO,1710377141
535,tindouf,27.6711,-8.1474,18.25,63,20,8.23,DZ,1710377141
536,rincon,32.296,-81.2354,18.98,48,75,4.12,US,1710377115
537,boa vista,2.8197,-60.6733,31.99,48,40,4.12,BR,1710376923
538,nouadhibou,20.931,-17.0347,17.99,77,0,9.26,MR,1710377134
539,singkil,-7.9855,111.4161,25.34,94,100,1.3,ID,1710377142
540,sangueya,10.7,-14.3667,22.67,86,2,1.87,GN,1710377142
541,kovdor,67.5662,30.4758,-13.2,98,100,1.36,RU,1710377142
542,iho,5.5667,7.1,26.24,85,20,2.64,NG,1710377142
543,sanibel,26.449,-82.0223,24.49,79,94,0.45,US,1710377143
544,makarov,48.6333,142.8,-6.26,60,6,1.16,RU,1710377143
545,villa de reyes,21.8,-100.9333,23.66,17,98,4.9,MX,1710377143
546,lautoka,-17.6167,177.4667,28.92,79,100,5.14,FJ,1710377136
547,salemi,37.8231,12.8056,9.49,82,0,2.13,IT,1710377143
548,nikolayevsk-on-amure,53.1406,140.73,-10.66,80,20,1.59,RU,1710377144
549,enterprise,36.0252,-115.2419,18.3,17,40,8.75,US,1710377144
550,goba,7.0167,39.9833,11.34,63,5,1.89,ET,1710377144
551,uacu cungo,-11.3634,15.1208,17.59,98,100,1.24,AO,1710377144
552,myeik,12.4333,98.6,27.85,70,100,3.04,MM,1710377145
553,aykhal,66.0,111.5,-26.59,98,79,2.78,RU,1710377145
554,kill devil hills,36.0307,-75.676,16.01,67,0,1.54,US,1710377145
555,pont rouge,48.8833,-72.0825,0.79,96,100,0.29,CA,1710377001
556,topeka,39.0483,-95.678,21.17,71,20,2.57,US,1710377146
557,zeya,53.75,127.2667,-4.78,66,0,0.36,RU,1710377146
558,ulsteinvik,62.3432,5.8487,8.5,65,5,13.41,NO,1710377146
559,taseyevo,57.2169,94.8978,-14.25,98,100,1.79,RU,1710377146
560,saint-zotique,45.2501,-74.2492,4.03,75,48,3.6,CA,1710377147
561,inari,68.906,27.0288,-10.58,98,100,0.67,FI,1710377147
562,labasa,-16.4167,179.3833,28.22,79,100,3.31,FJ,1710377147
563,san felipe,10.3399,-68.7425,22.06,96,45,1.05,VE,1710377148
564,meadow lakes,61.6247,-149.6011,4.79,45,0,2.57,US,1710377148
565,cole harbour,44.6724,-63.4751,1.71,89,100,4.02,CA,1710377148
566,tidjikja,18.5564,-11.4271,23.77,13,0,5.05,MR,1710377149
567,baise city,23.8997,106.6133,19.08,99,100,1.32,CN,1710377149
568,olyokminsk,60.3736,120.4264,-12.09,95,100,0.88,RU,1710377150
569,ta`u,-14.2336,-169.5144,29.21,71,40,2.19,AS,1710377150
570,sarmiento,-45.5882,-69.07,10.82,48,0,13.12,AR,1710377150
571,villa gesell,-37.2639,-56.973,22.25,94,99,3.54,AR,1710377122
572,fortuna,40.5982,-124.1573,13.14,74,75,8.75,US,1710377151
573,hermanus,-34.4187,19.2345,15.43,86,4,2.0,ZA,1710377151
574,mocimboa,-11.3167,40.35,23.82,98,29,1.27,MZ,1710377151
575,tymovskoye,50.8456,142.655,-9.55,86,100,2.24,RU,1710377151
576,gore,-46.1028,168.9436,16.3,39,29,5.21,NZ,1710377152
577,angaur state,6.906,134.13,27.57,77,19,7.44,PW,1710377152
578,bonthe,7.5264,-12.505,25.95,89,12,2.63,SL,1710377152
579,chauvigny,46.5675,0.6493,8.21,92,98,2.58,FR,1710377152
580,pauini,-7.7136,-66.9764,25.7,90,100,1.1,BR,1710377153
581,horta,38.5333,-28.6333,16.68,92,1,6.26,PT,1710377153
582,gamboma,-1.8764,15.8644,24.75,83,91,2.19,CG,1710377153
583,hobyo,5.3505,48.5268,27.18,69,11,6.49,SO,1710377154
584,timimoun,29.2639,0.231,18.21,17,0,4.63,DZ,1710377154
585,rukungiri,-0.8411,29.9419,16.12,74,41,1.72,UG,1710377154
586,muli,2.9167,73.5667,27.57,74,0,2.59,MV,1710377154
587,velingara,13.15,-14.1167,28.49,17,30,2.6,SN,1710377155
588,el granada,37.5027,-122.4694,19.19,62,0,9.77,US,1710377155
589,bangassou,4.7413,22.8184,22.47,81,35,1.5,CF,1710377155
590,oranjemund,-28.55,16.4333,14.88,87,6,4.92,NA,1710377155
